angle, fsin, fcos, sin, cos, dsin, dcos
0.36, 0.00628314396555895, 0.9999802608561371, 0.00628314396555895, 0.9999802608561371, 0, 0/n
0.37, 0.006457673349044031, 0.9999791490100767, 0.006457673349044031, 0.9999791490100767, 0, 0/n
0.38, 0.006632202535817132, 0.9999780067029094, 0.006632202535817132, 0.9999780067029094, 0, 0/n
0.39, 0.006806731520561792, 0.9999768339346702, 0.006806731520561792, 0.9999768339346702, 0, 0/n
0.4, 0.0069812602979615525, 0.9999756307053947, 0.0069812602979615525, 0.9999756307053947, 0, 0/n
0.41, 0.007155788862699964, 0.9999743970151198, 0.007155788862699963, 0.9999743970151198, 0.0000000000000000008673617379884035, 0/n
0.42, 0.007330317209460581, 0.9999731328638829, 0.007330317209460581, 0.9999731328638829, 0, 0/n
0.43, 0.007504845332926968, 0.9999718382517224, 0.007504845332926968, 0.9999718382517224, 0, 0/n
0.44, 0.0076793732277826935, 0.9999705131786779, 0.0076793732277826935, 0.9999705131786779, 0, 0/n
0.45, 0.007853900888711334, 0.9999691576447897, 0.007853900888711334, 0.9999691576447897, 0, 0/n
0.46, 0.008028428310396471, 0.9999677716500991, 0.008028428310396471, 0.9999677716500991, 0, 0/n
0.47, 0.008202955487521701, 0.9999663551946484, 0.0082029554875217, 0.9999663551946484, 0.000000000000000001734723475976807, 0/n
